Text,Sentiment,Emotions,translated_text,Justification
“नाना पटोले हे देवेंद्र फडणवीसांच्या…”; चंद्रशेखर बावनकुळेंची नाना पटोलेंवर बोचरी टीका,0,Neutral,“Nana Patole is Devendra Fadnavis’s…”; Chandrashekhar Bawankule’s blunt criticism of Nana Patole,Report of criticism without emotional bias.
देशात धर्माचा धंदा करा आणि लोकांना बनवा हा एकच कार्यक्रम राबवत आहे.,0,Neutral,The only program being implemented in the country is to make religion a business and make people.,"Critical but factual, without emotional intensity."
"तुम्ही इतरांपेक्षा जास्त करण्यासाठी तयार नसल्यास, मधून श्रीमंत बनणे तुमच्यासाठी खूप कठीण आहे.",0,Neutral,"If you are not willing to do more than others, it will be very difficult for you to become rich from scratch.","Advisory tone, neutral sentiment."
घरात केला होता प्रयत्न... दिवस दोन्ही डोळ्यांनी दिसायचं बंद झालं होतं,-1,Sadness,I tried at home... I could no longer see the day with both eyes.,"The phrase ""दोन्ही डोळ्यांनी दिसायचं बंद"" strongly conveys sadness or despair."
"ही निवडनुक झालीच पाहीजे, भाजपचा माज ऊतरवनार आहेत अंधेरी पूर्व चे मतदार",0,Neutral,"This election must happen, Andheri East voters are the BJP's biggest losers",Critical but neutral prediction.
तसा पण तुला आणि सगळ्यांना म्हणून ओळखतात,0,Neutral,That's how you and everyone else are known.,Observational statement without emotional intensity.
आता असच होणार.. मलईदार खात पाहिजे होते पण काहीच मिळाल नाही ..,0,Neutral,Now it's going to happen.. I wanted to eat creamy food but I couldn't get anything..,Mild disappointment but neutral in tone.
महाराष्ट्र मधे ओला दुष्काळ जाहिर करा नाहितर बळीराजा माफ करणार नाही,0,Neutral,Declare a wet drought in Maharashtra or Baliraja will not forgive.,Advisory statement without intense emotion.
भिकारचोट भाजपला मत देण्यापेक्षा बर आहे.. पुण्यातील खड्डे भरायला तुमचा बाप येणार आहे का?,0,Neutral,It's better to beggar than vote for BJP.. Is your father going to come to fill the potholes in Pune?,"Sarcastic question, yet neutral tone."
अर्ध्या अनाड्या भक्तांना समजलं पण नसेल तुम्ही काय लिहिलं आहे....,0,Neutral,Half the clumsy devotees may not have understood what you have written...,Mildly mocking but neutral without strong emotion.
